season,week,home_team,away_team,rating_diff,home_field,rest_diff,actual_margin,actual_home_win
2016,7,LA,NYG,-0.0934571791395167,0.0,0,-7.0,False
2016,7,CIN,CLE,0.0361560525004263,1.0,0,14.0,True
2016,7,DET,WAS,-0.1965431537223076,1.0,0,3.0,True
2016,7,KC,NO,-0.1491298257719328,1.0,0,6.0,True
2016,7,MIA,BUF,-0.158920448074668,1.0,0,3.0,True
2016,7,NYJ,BAL,0.0827252278045711,1.0,-1,8.0,True
2016,7,PHI,MIN,-0.1188369942452852,1.0,-7,11.0,True
2016,7,TEN,IND,0.0789033280143404,1.0,0,-8.0,False
2016,7,SF,TB,0.0311327772478547,1.0,-6,-17.0,False
2016,7,PIT,NE,-0.2024679575847609,1.0,0,-11.0,False
2016,7,ARI,SEA,-0.0470264466281238,1.0,-1,0.0,False
2016,7,DEN,HOU,-0.1202005378184843,1.0,3,18.0,True
2016,8,TEN,JAX,0.1594154073293386,1.0,0,14.0,True
2016,8,CIN,WAS,-0.1296933999914205,0.0,0,0.0,False
